ROUTE,TOTAL_FLIGHTS,TOTAL_CANCELLED,TOTAL_ARRIVED,DELAYED_FLIGHTS_W,ARR_DELAY_MIN_W,CANCEL_RATE,DELAY_RATE,AVG_ARR_DELAY_MIN
MSP-CIU,365,4.0,356.0,52.0,4621.0,0.010958904109589041,0.14606741573033707,12.980337078651685
MSP-CLE,1339,10.0,1329.0,179.0,13907.0,0.0074682598954443615,0.1346877351392024,10.464258841234011
MSP-CLT,2291,17.0,2270.0,381.0,34871.0,0.007420340462680052,0.16784140969162994,15.361674008810573
MSP-CMH,1240,12.0,1226.0,191.0,11769.0,0.00967741935483871,0.15579119086460033,9.599510603588907
MSP-COS,104,0.0,103.0,12.0,518.0,0.0,0.11650485436893204,5.029126213592233
MSP-CVG,1526,12.0,1513.0,233.0,14805.0,0.007863695937090432,0.15399867812293458,9.785194976867151
MSP-CWA,730,8.0,720.0,94.0,8485.0,0.010958904109589041,0.13055555555555556,11.784722222222221
MSP-DAL,70,0.0,69.0,12.0,769.0,0.0,0.17391304347826086,11.144927536231885
MSP-DCA,2441,36.0,2389.0,356.0,24302.0,0.014748054076198279,0.1490163248221013,10.172457095018837
MSP-DEN,6290,94.0,6177.0,1133.0,78977.0,0.014944356120826709,0.18342237332038205,12.785656467540877
MSP-DFW,3047,50.0,2987.0,514.0,46602.0,0.016409583196586808,0.17207900903916973,15.601606963508537
MSP-DLH,1129,16.0,1110.0,123.0,13678.0,0.0141718334809566,0.11081081081081082,12.322522522522522
MSP-DSM,1031,9.0,1021.0,148.0,9907.0,0.008729388942774006,0.14495592556317335,9.703232125367286
MSP-DTW,2264,19.0,2243.0,331.0,22043.0,0.008392226148409895,0.1475702184574231,9.827463218903254
MSP-ESC,176,1.0,175.0,16.0,1779.0,0.005681818181818182,0.09142857142857143,10.165714285714285
MSP-EWR,2385,50.0,2330.0,456.0,36304.0,0.020964360587002098,0.19570815450643778,15.581115879828326
MSP-FAI,92,0.0,91.0,9.0,365.0,0.0,0.0989010989010989,4.010989010989011
MSP-FAR,1743,28.0,1715.0,227.0,20249.0,0.01606425702811245,0.13236151603498542,11.806997084548104
MSP-FCA,428,5.0,421.0,62.0,4423.0,0.011682242990654205,0.14726840855106887,10.505938242280285
MSP-FLL,713,8.0,703.0,114.0,7471.0,0.011220196353436185,0.16216216216216217,10.627311522048364
MSP-FSD,1481,17.0,1464.0,197.0,17775.0,0.011478730587440918,0.13456284153005466,12.14139344262295
MSP-FWA,363,4.0,357.0,48.0,3218.0,0.011019283746556474,0.13445378151260504,9.014005602240896
MSP-GEG,797,10.0,787.0,146.0,8104.0,0.012547051442910916,0.1855146124523507,10.29733163913596
MSP-GFK,1091,21.0,1068.0,128.0,15071.0,0.01924839596700275,0.1198501872659176,14.111423220973784
MSP-GRB,1023,11.0,1010.0,114.0,7457.0,0.010752688172043012,0.11287128712871287,7.383168316831683
MSP-GRR,1357,14.0,1341.0,213.0,17314.0,0.010316875460574797,0.15883668903803133,12.911260253542133
MSP-GTF,318,3.0,314.0,35.0,2068.0,0.009433962264150943,0.11146496815286625,6.585987261146497
MSP-HDN,17,1.0,16.0,3.0,155.0,0.058823529411764705,0.1875,9.6875
MSP-HIB,588,7.0,579.0,50.0,3159.0,0.011904761904761904,0.08635578583765112,5.455958549222798
MSP-HNL,364,3.0,360.0,59.0,5340.0,0.008241758241758242,0.1638888888888889,14.833333333333334
MSP-HRL,140,2.0,138.0,13.0,1074.0,0.014285714285714285,0.09420289855072464,7.782608695652174
MSP-IAD,886,9.0,874.0,101.0,6657.0,0.010158013544018058,0.11556064073226545,7.616704805491991
MSP-IAH,1986,22.0,1952.0,365.0,27182.0,0.011077542799597181,0.1869877049180328,13.925204918032787
MSP-ICT,340,1.0,339.0,40.0,3608.0,0.0029411764705882353,0.11799410029498525,10.64306784660767
MSP-ILM,3,1.0,2.0,0.0,9.0,0.3333333333333333,0.0,4.5
MSP-IMT,363,6.0,353.0,46.0,6451.0,0.01652892561983471,0.13031161473087818,18.274787535410766
MSP-IND,1349,14.0,1332.0,234.0,16667.0,0.010378057820607857,0.17567567567567569,12.512762762762764
MSP-INL,508,4.0,502.0,53.0,3060.0,0.007874015748031496,0.10557768924302789,6.095617529880478
MSP-JAC,47,0.0,46.0,6.0,412.0,0.0,0.13043478260869565,8.956521739130435
MSP-JAX,304,5.0,297.0,39.0,3150.0,0.01644736842105263,0.13131313131313133,10.606060606060606
MSP-JFK,1197,23.0,1169.0,229.0,18931.0,0.01921470342522974,0.1958939264328486,16.194183062446534
MSP-LAS,2751,32.0,2716.0,447.0,26643.0,0.011632133769538349,0.164580265095729,9.809646539027982
MSP-LAX,2454,23.0,2430.0,381.0,24848.0,0.009372453137734311,0.15679012345679014,10.22551440329218
MSP-LGA,2362,55.0,2296.0,352.0,25257.0,0.023285351397121085,0.15331010452961671,11.000435540069686
MSP-LSE,155,4.0,151.0,4.0,476.0,0.025806451612903226,0.026490066225165563,3.152317880794702
MSP-MCI,1613,16.0,1597.0,254.0,16769.0,0.009919404835709857,0.15904821540388228,10.500313087038197
MSP-MCO,1926,25.0,1897.0,344.0,27163.0,0.012980269989615784,0.18133895624670532,14.318924617817606
MSP-MDW,3381,60.0,3310.0,526.0,34312.0,0.01774622892635315,0.15891238670694863,10.366163141993958
MSP-MEM,960,12.0,946.0,162.0,12555.0,0.0125,0.17124735729386892,13.271670190274842
MSP-MIA,1036,9.0,1024.0,182.0,11804.0,0.008687258687258687,0.177734375,11.52734375
MSP-MKE,1506,21.0,1484.0,202.0,19012.0,0.013944223107569721,0.13611859838274934,12.81132075471698
MSP-MOT,1339,12.0,1323.0,125.0,12298.0,0.008961911874533234,0.0944822373393802,9.29554043839758
MSP-MSN,1350,11.0,1336.0,204.0,12928.0,0.008148148148148147,0.15269461077844312,9.676646706586826
MSP-MSO,471,4.0,463.0,67.0,6542.0,0.008492569002123142,0.1447084233261339,14.129589632829374
MSP-MSY,404,4.0,398.0,48.0,2597.0,0.009900990099009901,0.12060301507537688,6.525125628140704
MSP-MYR,98,0.0,98.0,14.0,1183.0,0.0,0.14285714285714285,12.071428571428571
MSP-OKC,365,3.0,361.0,55.0,3533.0,0.00821917808219178,0.1523545706371191,9.786703601108034
MSP-OMA,1369,12.0,1357.0,162.0,10319.0,0.008765522279035792,0.11938098747236552,7.604274134119381
MSP-ORD,4890,77.0,4809.0,852.0,69832.0,0.015746421267893662,0.1771678103555833,14.521106259097525
MSP-PBI,106,4.0,102.0,29.0,1851.0,0.03773584905660377,0.28431372549019607,18.147058823529413
MSP-PDX,1265,6.0,1258.0,141.0,8881.0,0.0047430830039525695,0.11208267090620032,7.059618441971383
MSP-PGD,62,0.0,62.0,20.0,2204.0,0.0,0.3225806451612903,35.54838709677419
MSP-PHL,1585,27.0,1555.0,235.0,15696.0,0.017034700315457414,0.15112540192926044,10.093890675241157
MSP-PHX,3290,40.0,3245.0,548.0,34014.0,0.0121580547112462,0.16887519260400616,10.481972265023112
MSP-PIT,1215,9.0,1204.0,153.0,8501.0,0.007407407407407408,0.1270764119601329,7.060631229235881
MSP-PSC,365,0.0,365.0,55.0,3690.0,0.0,0.1506849315068493,10.10958904109589
MSP-PSP,301,3.0,298.0,39.0,2566.0,0.009966777408637873,0.13087248322147652,8.610738255033556
MSP-PVD,52,0.0,52.0,6.0,336.0,0.0,0.11538461538461539,6.461538461538462
MSP-PWM,142,1.0,140.0,19.0,1352.0,0.007042253521126761,0.1357142857142857,9.657142857142857
MSP-RAP,1054,22.0,1028.0,108.0,7637.0,0.020872865275142316,0.10505836575875487,7.428988326848249
MSP-RDU,1219,13.0,1204.0,170.0,12211.0,0.01066447908121411,0.14119601328903655,10.14202657807309
MSP-RHI,726,8.0,717.0,72.0,4772.0,0.011019283746556474,0.100418410041841,6.655509065550906
MSP-RIC,194,0.0,193.0,24.0,1301.0,0.0,0.12435233160621761,6.740932642487047
MSP-RNO,52,1.0,51.0,10.0,600.0,0.019230769230769232,0.19607843137254902,11.764705882352942
MSP-RST,828,21.0,804.0,134.0,10509.0,0.025362318840579712,0.16666666666666666,13.07089552238806
MSP-RSW,1195,13.0,1178.0,159.0,8983.0,0.010878661087866108,0.13497453310696095,7.625636672325976
MSP-SAN,1332,9.0,1322.0,185.0,10457.0,0.006756756756756757,0.13993948562783662,7.909984871406959
MSP-SAT,843,6.0,835.0,158.0,11470.0,0.0071174377224199285,0.18922155688622755,13.736526946107784
MSP-SAV,101,0.0,101.0,18.0,948.0,0.0,0.1782178217821782,9.386138613861386
MSP-SBN,365,2.0,361.0,51.0,4041.0,0.005479452054794521,0.14127423822714683,11.193905817174516
MSP-SDF,733,5.0,725.0,86.0,4845.0,0.0068212824010914054,0.11862068965517242,6.682758620689655
MSP-SEA,2641,22.0,2616.0,332.0,20074.0,0.008330177962892843,0.12691131498470948,7.67354740061162
MSP-SFO,1899,27.0,1871.0,284.0,20555.0,0.014218009478672985,0.15179048637092463,10.98610368786745
MSP-SJC,432,3.0,426.0,74.0,4119.0,0.006944444444444444,0.17370892018779344,9.669014084507042
MSP-SJU,80,0.0,80.0,11.0,451.0,0.0,0.1375,5.6375
MSP-SLC,1552,10.0,1541.0,174.0,9942.0,0.006443298969072165,0.11291369240752758,6.45165476963011
MSP-SMF,529,2.0,527.0,65.0,7005.0,0.003780718336483932,0.12333965844402277,13.292220113851993
MSP-SNA,575,2.0,571.0,114.0,7806.0,0.0034782608695652175,0.19964973730297722,13.6707530647986
MSP-SRQ,265,2.0,263.0,47.0,2626.0,0.007547169811320755,0.17870722433460076,9.984790874524714
MSP-STL,1999,22.0,1977.0,289.0,19382.0,0.011005502751375688,0.14618108244815378,9.803743045017704
MSP-TPA,1197,17.0,1179.0,135.0,7710.0,0.014202172096908938,0.11450381679389313,6.539440203562341
MSP-TUS,99,0.0,98.0,18.0,1133.0,0.0,0.1836734693877551,11.561224489795919
MSP-TVC,199,0.0,199.0,20.0,1219.0,0.0,0.10050251256281408,6.125628140703518
MSP-TYS,39,0.0,39.0,9.0,446.0,0.0,0.23076923076923078,11.435897435897436
MSP-VPS,223,1.0,221.0,11.0,640.0,0.004484304932735426,0.049773755656108594,2.8959276018099547
MSP-XNA,215,0.0,214.0,22.0,1560.0,0.0,0.102803738317757,7.289719626168225
MSP-XWA,657,14.0,634.0,91.0,7757.0,0.0213089802130898,0.14353312302839116,12.235015772870662
MSY-ATL,4567,32.0,4529.0,772.0,59371.0,0.007006787825706153,0.1704570545374255,13.109074850960477
MSY-AUS,2458,25.0,2429.0,436.0,24530.0,0.01017087062652563,0.17949773569370112,10.098806093042404
MSY-BNA,1126,7.0,1119.0,207.0,11407.0,0.006216696269982238,0.18498659517426275,10.193923145665773
MSY-BOS,832,9.0,818.0,243.0,19933.0,0.010817307692307692,0.29706601466992666,24.3679706601467
MSY-BWI,841,4.0,834.0,168.0,9679.0,0.0047562425683709865,0.2014388489208633,11.605515587529975
MSY-CLE,1,0.0,1.0,1.0,787.0,0.0,1.0,787.0
MSY-CLT,1736,15.0,1719.0,321.0,32915.0,0.008640552995391706,0.18673647469458987,19.147760325770797
MSY-CVG,106,0.0,106.0,50.0,3763.0,0.0,0.4716981132075472,35.5
MSY-DAL,2422,37.0,2375.0,477.0,31764.0,0.0152766308835673,0.2008421052631579,13.374315789473684
MSY-DCA,1926,14.0,1903.0,342.0,28899.0,0.007268951194184839,0.17971623751970572,15.186022070415135
MSY-DEN,2192,17.0,2165.0,423.0,30714.0,0.007755474452554745,0.1953810623556582,14.18660508083141
MSY-DFW,2842,41.0,2798.0,612.0,55867.0,0.014426460239268121,0.2187276626161544,19.96676197283774
MSY-DTW,698,19.0,678.0,90.0,6269.0,0.027220630372492838,0.13274336283185842,9.246312684365781
MSY-EWR,1419,27.0,1389.0,192.0,16566.0,0.019027484143763214,0.13822894168466524,11.926565874730022
MSY-FLL,1688,25.0,1657.0,406.0,29592.0,0.01481042654028436,0.24502112251056127,17.858780929390466
MSY-HOU,2194,15.0,2177.0,371.0,22540.0,0.0068368277119416595,0.17041800643086816,10.353697749196142
MSY-IAD,608,4.0,604.0,67.0,5486.0,0.006578947368421052,0.11092715231788079,9.082781456953642
MSY-IAH,3292,39.0,3249.0,608.0,52691.0,0.011846901579586877,0.1871345029239766,16.217605417051402
MSY-ICT,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MSY-JFK,1152,26.0,1125.0,277.0,27714.0,0.022569444444444444,0.24622222222222223,24.634666666666668
MSY-LAS,1022,10.0,1008.0,263.0,16296.0,0.009784735812133072,0.26091269841269843,16.166666666666668
MSY-LAX,1592,14.0,1577.0,279.0,18368.0,0.008793969849246231,0.17691819911223844,11.647431832593533
MSY-LGA,1684,31.0,1644.0,307.0,22993.0,0.01840855106888361,0.1867396593673966,13.986009732360097
MSY-LGB,40,0.0,40.0,18.0,678.0,0.0,0.45,16.95
MSY-MCI,390,2.0,387.0,55.0,3582.0,0.005128205128205128,0.1421188630490956,9.255813953488373
MSY-MCO,2397,20.0,2372.0,574.0,40231.0,0.008343763037129746,0.24198988195615515,16.96079258010118
MSY-MDW,1028,10.0,1015.0,187.0,11266.0,0.009727626459143969,0.18423645320197043,11.09950738916256
MSY-MIA,1670,13.0,1644.0,428.0,32273.0,0.007784431137724551,0.26034063260340634,19.630778588807786
MSY-MSP,403,5.0,397.0,42.0,4613.0,0.01240694789081886,0.10579345088161209,11.619647355163728
MSY-OAK,9,0.0,9.0,4.0,271.0,0.0,0.4444444444444444,30.11111111111111
MSY-ORD,1556,12.0,1538.0,214.0,23017.0,0.007712082262210797,0.13914174252275682,14.96553966189857
MSY-PDX,2,1.0,1.0,0.0,0.0,0.5,0.0,0.0
MSY-PHL,868,11.0,857.0,178.0,22066.0,0.012672811059907835,0.20770128354725786,25.747957992998835
MSY-PHX,709,5.0,703.0,157.0,13506.0,0.007052186177715092,0.2233285917496444,19.21194879089616
MSY-RDU,67,5.0,62.0,21.0,1344.0,0.07462686567164178,0.3387096774193548,21.677419354838708
MSY-SAN,132,0.0,131.0,41.0,1934.0,0.0,0.31297709923664124,14.763358778625955
MSY-SAT,415,0.0,415.0,82.0,4414.0,0.0,0.19759036144578312,10.636144578313253
MSY-SEA,641,3.0,636.0,114.0,6697.0,0.0046801872074883,0.1792452830188679,10.529874213836479
MSY-SFO,466,7.0,458.0,83.0,5935.0,0.015021459227467811,0.1812227074235808,12.958515283842795
MSY-SLC,356,3.0,353.0,57.0,6084.0,0.008426966292134831,0.16147308781869688,17.23512747875354
MSY-STL,719,4.0,715.0,136.0,8736.0,0.005563282336578581,0.1902097902097902,12.218181818181819
MSY-TPA,1352,19.0,1331.0,222.0,13762.0,0.014053254437869823,0.16679188580015025,10.339594290007513
MTJ-ATL,102,3.0,99.0,23.0,2596.0,0.029411764705882353,0.23232323232323232,26.22222222222222
MTJ-AUS,14,0.0,14.0,1.0,47.0,0.0,0.07142857142857142,3.357142857142857
MTJ-DAL,18,0.0,18.0,4.0,209.0,0.0,0.2222222222222222,11.61111111111111
MTJ-DEN,1546,28.0,1515.0,330.0,23943.0,0.018111254851228976,0.21782178217821782,15.803960396039605
MTJ-DFW,564,9.0,550.0,105.0,11281.0,0.015957446808510637,0.19090909090909092,20.51090909090909
MTJ-EWR,67,1.0,64.0,17.0,1427.0,0.014925373134328358,0.265625,22.296875
MTJ-IAH,11,1.0,10.0,4.0,391.0,0.09090909090909091,0.4,39.1
MTJ-LAX,25,0.0,25.0,3.0,212.0,0.0,0.12,8.48
MTJ-LGA,10,0.0,10.0,4.0,1254.0,0.0,0.4,125.4
MTJ-ORD,199,2.0,196.0,30.0,3600.0,0.010050251256281407,0.15306122448979592,18.367346938775512
MTJ-PHX,92,0.0,92.0,18.0,1077.0,0.0,0.1956521739130435,11.706521739130435
MTJ-SFO,43,1.0,41.0,11.0,1786.0,0.023255813953488372,0.2682926829268293,43.5609756097561
MVY-BOS,113,7.0,105.0,32.0,3298.0,0.061946902654867256,0.3047619047619048,31.409523809523808
MVY-CLT,10,0.0,9.0,0.0,9.0,0.0,0.0,1.0
MVY-DCA,194,12.0,179.0,65.0,7626.0,0.061855670103092786,0.36312849162011174,42.60335195530726
MVY-HPN,139,5.0,134.0,31.0,2719.0,0.03597122302158273,0.23134328358208955,20.291044776119403
MVY-JFK,338,16.0,322.0,112.0,12639.0,0.047337278106508875,0.34782608695652173,39.25155279503105
MVY-LGA,342,21.0,319.0,68.0,8272.0,0.06140350877192982,0.21316614420062696,25.93103448275862
MVY-ORD,11,0.0,10.0,5.0,372.0,0.0,0.5,37.2
MVY-PHL,11,1.0,10.0,3.0,263.0,0.09090909090909091,0.3,26.3
MYR-ABE,161,2.0,159.0,42.0,4343.0,0.012422360248447204,0.2641509433962264,27.31446540880503
MYR-ACY,308,5.0,302.0,54.0,4627.0,0.016233766233766232,0.17880794701986755,15.321192052980132
MYR-ALB,103,1.0,102.0,9.0,501.0,0.009708737864077669,0.08823529411764706,4.911764705882353
MYR-ATL,1430,10.0,1418.0,124.0,14516.0,0.006993006993006993,0.08744710860366714,10.236953455571227
MYR-BDL,279,1.0,278.0,15.0,1392.0,0.0035842293906810036,0.0539568345323741,5.0071942446043165
MYR-BLV,22,0.0,22.0,6.0,1257.0,0.0,0.2727272727272727,57.13636363636363
MYR-BNA,701,7.0,694.0,101.0,6351.0,0.009985734664764621,0.14553314121037464,9.151296829971182
MYR-BOS,460,6.0,454.0,135.0,13371.0,0.013043478260869565,0.2973568281938326,29.451541850220263
MYR-BWI,994,4.0,989.0,127.0,7893.0,0.004024144869215292,0.12841253791708795,7.980788675429727
MYR-CAK,22,1.0,21.0,5.0,607.0,0.045454545454545456,0.23809523809523808,28.904761904761905
MYR-CKB,22,0.0,22.0,5.0,293.0,0.0,0.22727272727272727,13.318181818181818
MYR-CLE,194,3.0,191.0,24.0,2276.0,0.015463917525773196,0.1256544502617801,11.916230366492147
MYR-CLT,2404,21.0,2379.0,334.0,31449.0,0.008735440931780365,0.1403951240016814,13.219419924337958
MYR-CMH,37,0.0,37.0,15.0,1011.0,0.0,0.40540540540540543,27.324324324324323
MYR-CVG,139,3.0,135.0,40.0,3780.0,0.02158273381294964,0.2962962962962963,28.0
MYR-DAL,39,0.0,39.0,12.0,742.0,0.0,0.3076923076923077,19.025641025641026
MYR-DCA,366,8.0,353.0,62.0,4377.0,0.02185792349726776,0.17563739376770537,12.39943342776204
MYR-DEN,27,0.0,26.0,6.0,693.0,0.0,0.23076923076923078,26.653846153846153
MYR-DFW,362,5.0,355.0,81.0,7133.0,0.013812154696132596,0.22816901408450704,20.092957746478874
MYR-DTW,686,15.0,671.0,80.0,7136.0,0.021865889212827987,0.11922503725782414,10.634873323397914
MYR-EWR,1020,49.0,968.0,194.0,15401.0,0.04803921568627451,0.20041322314049587,15.910123966942148
MYR-FLL,385,5.0,379.0,65.0,5600.0,0.012987012987012988,0.17150395778364116,14.775725593667547
MYR-FWA,31,1.0,30.0,6.0,744.0,0.03225806451612903,0.2,24.8
MYR-HGR,30,1.0,29.0,9.0,705.0,0.03333333333333333,0.3103448275862069,24.310344827586206
MYR-HTS,36,0.0,36.0,6.0,506.0,0.0,0.16666666666666666,14.055555555555555
MYR-IND,18,0.0,18.0,3.0,333.0,0.0,0.16666666666666666,18.5
MYR-ISP,83,6.0,77.0,22.0,1425.0,0.07228915662650602,0.2857142857142857,18.506493506493506
MYR-LBE,192,3.0,189.0,34.0,2406.0,0.015625,0.17989417989417988,12.73015873015873
MYR-LCK,124,3.0,121.0,24.0,3392.0,0.024193548387096774,0.19834710743801653,28.03305785123967
MYR-LEX,22,0.0,22.0,3.0,207.0,0.0,0.13636363636363635,9.409090909090908
MYR-LGA,1168,28.0,1134.0,105.0,8974.0,0.023972602739726026,0.09259259259259259,7.91358024691358
MYR-MCI,13,0.0,13.0,1.0,55.0,0.0,0.07692307692307693,4.230769230769231
MYR-MCO,519,14.0,503.0,166.0,15665.0,0.02697495183044316,0.33001988071570576,31.143141153081512
MYR-MDT,48,2.0,46.0,13.0,1190.0,0.041666666666666664,0.2826086956521739,25.869565217391305
MYR-MDW,424,2.0,419.0,49.0,3324.0,0.0047169811320754715,0.11694510739856802,7.933174224343675
MYR-MHT,52,1.0,51.0,4.0,250.0,0.019230769230769232,0.0784313725490196,4.901960784313726
MYR-MSP,98,1.0,97.0,10.0,686.0,0.01020408163265306,0.10309278350515463,7.072164948453608
MYR-MSY,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MYR-ORD,187,4.0,183.0,31.0,4427.0,0.0213903743315508,0.16939890710382513,24.191256830601095
MYR-PHL,640,14.0,626.0,122.0,10905.0,0.021875,0.19488817891373802,17.420127795527158
MYR-PIT,318,4.0,313.0,52.0,4987.0,0.012578616352201259,0.16613418530351437,15.93290734824281
MYR-ROC,71,0.0,71.0,9.0,720.0,0.0,0.1267605633802817,10.140845070422536
MYR-SDF,8,0.0,8.0,1.0,27.0,0.0,0.125,3.375
MYR-STL,38,0.0,37.0,14.0,680.0,0.0,0.3783783783783784,18.37837837837838
MYR-SWF,107,2.0,105.0,14.0,1139.0,0.018691588785046728,0.13333333333333333,10.847619047619048
MYR-SYR,44,0.0,44.0,8.0,565.0,0.0,0.18181818181818182,12.840909090909092
OAJ-ATL,730,2.0,728.0,72.0,11065.0,0.0027397260273972603,0.0989010989010989,15.199175824175825
OAJ-CLT,428,13.0,414.0,72.0,7114.0,0.030373831775700934,0.17391304347826086,17.183574879227052
OAK-ABQ,299,0.0,298.0,92.0,4768.0,0.0,0.3087248322147651,16.0
OAK-ATL,38,0.0,36.0,3.0,175.0,0.0,0.08333333333333333,4.861111111111111
OAK-AUS,372,3.0,368.0,46.0,2529.0,0.008064516129032258,0.125,6.872282608695652
OAK-BLI,773,2.0,766.0,146.0,8730.0,0.00258732212160414,0.1906005221932115,11.39686684073107
OAK-BNA,152,0.0,152.0,17.0,1095.0,0.0,0.1118421052631579,7.203947368421052
OAK-BOI,673,2.0,671.0,150.0,8175.0,0.0029717682020802376,0.22354694485842028,12.183308494783905
OAK-BUR,3502,79.0,3416.0,526.0,26853.0,0.022558537978298116,0.15398126463700235,7.860948477751757
OAK-BWI,118,1.0,117.0,18.0,818.0,0.00847457627118644,0.15384615384615385,6.9914529914529915
OAK-DAL,675,2.0,670.0,146.0,8293.0,0.002962962962962963,0.21791044776119403,12.377611940298507
OAK-DEN,2015,17.0,1990.0,414.0,24126.0,0.008436724565756825,0.20804020100502513,12.123618090452261
OAK-DFW,194,3.0,191.0,44.0,3492.0,0.015463917525773196,0.23036649214659685,18.282722513089006
OAK-EUG,662,4.0,658.0,141.0,8341.0,0.006042296072507553,0.21428571428571427,12.67629179331307
OAK-EWR,214,3.0,211.0,47.0,3917.0,0.014018691588785047,0.22274881516587677,18.563981042654028
OAK-FCA,18,0.0,18.0,1.0,92.0,0.0,0.05555555555555555,5.111111111111111
OAK-GEG,641,1.0,640.0,128.0,6845.0,0.0015600624024961,0.2,10.6953125
OAK-HNL,1119,35.0,1083.0,295.0,22408.0,0.03127792672028597,0.2723915050784857,20.69067405355494
OAK-HOU,456,0.0,455.0,63.0,3790.0,0.0,0.13846153846153847,8.32967032967033
OAK-IDA,20,0.0,20.0,2.0,252.0,0.0,0.1,12.6
OAK-KOA,365,0.0,365.0,66.0,3537.0,0.0,0.18082191780821918,9.69041095890411
OAK-LAS,5252,76.0,5171.0,1360.0,91875.0,0.014470677837014471,0.2630052214271901,17.76735641075227
OAK-LAX,4404,33.0,4368.0,711.0,41366.0,0.007493188010899182,0.16277472527472528,9.470238095238095
OAK-LGB,1748,7.0,1740.0,208.0,10406.0,0.004004576659038902,0.11954022988505747,5.980459770114942
OAK-LIH,630,5.0,625.0,111.0,5851.0,0.007936507936507936,0.1776,9.3616
OAK-MCI,360,0.0,360.0,81.0,3836.0,0.0,0.225,10.655555555555555
OAK-MDW,722,3.0,715.0,142.0,7833.0,0.004155124653739612,0.1986013986013986,10.955244755244756
OAK-MSO,24,0.0,24.0,12.0,725.0,0.0,0.5,30.208333333333332
OAK-MSY,9,0.0,9.0,1.0,140.0,0.0,0.1111111111111111,15.555555555555555
OAK-OGG,1023,13.0,1008.0,197.0,9844.0,0.01270772238514174,0.19543650793650794,9.765873015873016
OAK-ONT,1631,10.0,1621.0,264.0,15517.0,0.0061312078479460455,0.16286243059839606,9.57248611967921
OAK-PDX,2515,17.0,2496.0,451.0,25206.0,0.006759443339960238,0.18068910256410256,10.098557692307692
OAK-PHL,94,1.0,92.0,23.0,1370.0,0.010638297872340425,0.25,14.891304347826088
OAK-PHX,2102,8.0,2092.0,414.0,22905.0,0.003805899143672693,0.19789674952198852,10.94885277246654
OAK-PSP,557,3.0,554.0,105.0,5900.0,0.005385996409335727,0.18953068592057762,10.649819494584838
OAK-RNO,639,4.0,635.0,140.0,8404.0,0.006259780907668232,0.2204724409448819,13.23464566929134
OAK-SAN,3942,31.0,3908.0,789.0,42076.0,0.007864028411973617,0.2018935516888434,10.766632548618219
OAK-SBA,368,2.0,366.0,42.0,2276.0,0.005434782608695652,0.11475409836065574,6.218579234972678
OAK-SEA,2576,11.0,2563.0,456.0,24603.0,0.004270186335403727,0.1779165040967616,9.599297698010144
OAK-SLC,2082,8.0,2072.0,281.0,17775.0,0.0038424591738712775,0.13561776061776062,8.578667953667953
OAK-SNA,2731,14.0,2714.0,416.0,21643.0,0.005126327352618088,0.15327929255711129,7.97457627118644
OAK-STL,240,0.0,240.0,22.0,1181.0,0.0,0.09166666666666666,4.920833333333333
OGG-ANC,100,0.0,100.0,28.0,1305.0,0.0,0.28,13.05
OGG-ATL,83,0.0,83.0,25.0,1625.0,0.0,0.30120481927710846,19.57831325301205
OGG-DEN,309,10.0,295.0,24.0,1833.0,0.032362459546925564,0.08135593220338982,6.213559322033898
OGG-DFW,458,2.0,455.0,26.0,3560.0,0.004366812227074236,0.05714285714285714,7.824175824175824
